Sample,Timestamp,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term
2983,2983.04,1313.55,1313.56,0.01,14.5,0.4,11.3,2.8,-0.0,-0.0
2984,2984.08,1313.56,1313.56,0.00,12.2,0.0,11.3,1.0,-0.0,-0.0
2985,2985.04,1313.56,1313.56,0.00,13.2,0.0,11.3,1.9,-0.0,-0.0
2986,2986.07,1313.56,1313.56,0.00,10.3,0.0,11.3,-1.0,-0.0,-0.0
2987,2987.04,1313.57,1313.56,-0.01,9.0,-0.4,11.3,-1.9,-0.0,-0.0
2988,2988.08,1313.56,1313.56,0.00,10.3,0.0,11.3,-1.0,-0.0,-0.0
2989,2989.05,1313.54,1313.56,0.02,12.0,0.7,11.3,0.0,-0.0,-0.0
2990,2990.11,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-0.9,-0.0,-0.0
2991,2991.06,1313.55,1313.56,0.01,12.6,0.4,11.3,1.0,-0.0,-0.0
2992,2992.10,1313.56,1313.56,0.00,12.2,0.0,11.3,1.0,-0.0,-0.0
2993,2993.07,1313.57,1313.56,-0.01,10.9,-0.4,11.3,0.0,-0.0,-0.0
2994,2994.12,1313.54,1313.56,0.02,12.0,0.7,11.3,0.0,-0.0,-0.0
2995,2995.09,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
2996,2996.06,1313.56,1313.56,0.00,12.2,0.0,11.3,0.9,-0.0,-0.0
2997,2997.10,1313.53,1313.56,0.04,15.2,1.1,11.3,2.9,-0.0,-0.0
2998,2998.07,1313.56,1313.56,0.00,9.4,0.0,11.3,-1.9,-0.0,-0.0
2999,2999.04,1313.59,1313.56,-0.02,10.6,-0.7,11.3,0.0,-0.0,-0.0
3000,3000.09,1313.55,1313.56,0.01,13.6,0.4,11.3,1.9,-0.0,-0.0
3001,3001.05,1313.59,1313.56,-0.02,9.6,-0.7,11.3,-1.0,-0.0,-0.0
3002,3002.09,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3003,3003.06,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3004,3004.10,1313.56,1313.56,0.00,12.2,0.0,11.3,0.9,-0.0,-0.0
3005,3005.07,1313.57,1313.56,-0.01,11.9,-0.4,11.3,0.9,-0.0,-0.0
3006,3006.11,1313.56,1313.56,0.00,12.2,0.0,11.3,1.0,-0.0,-0.0
3007,3007.08,1313.57,1313.56,-0.01,6.2,-0.4,11.3,-4.8,-0.0,-0.0
3008,3008.05,1313.56,1313.56,0.00,10.3,0.0,11.3,-1.0,-0.0,-0.0
3009,3009.09,1313.53,1313.56,0.04,17.1,1.1,11.3,4.7,-0.0,-0.0
3010,3010.05,1313.56,1313.56,0.00,9.4,0.0,11.3,-1.9,-0.0,-0.0
3011,3011.11,1313.56,1313.56,0.00,13.2,0.0,11.3,1.9,-0.0,-0.0
3012,3012.05,1313.53,1313.56,0.04,16.2,1.1,11.3,3.9,-0.0,-0.0
3013,3013.10,1313.54,1313.56,0.02,13.0,0.7,11.3,1.0,-0.0,-0.0
3014,3014.06,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-0.9,-0.0,-0.0
3015,3015.11,1313.55,1313.56,0.01,11.6,0.4,11.3,0.0,-0.0,-0.0
3016,3016.07,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3017,3017.11,1313.57,1313.56,-0.01,9.0,-0.4,11.3,-1.9,-0.0,-0.0
3018,3018.07,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3019,3019.04,1313.57,1313.56,-0.01,9.0,-0.4,11.3,-1.9,-0.0,-0.0
3020,3020.08,1313.55,1313.56,0.01,13.5,0.4,11.3,1.9,-0.0,-0.0
3021,3021.04,1313.59,1313.56,-0.02,9.6,-0.7,11.2,-0.9,-0.0,-0.0
3022,3022.08,1313.54,1313.56,0.02,12.9,0.7,11.3,0.9,-0.0,-0.0
3023,3023.05,1313.56,1313.56,0.00,12.2,0.0,11.3,0.9,-0.0,-0.0
3024,3024.10,1313.54,1313.56,0.02,14.8,0.7,11.3,2.8,-0.0,-0.0
3025,3025.07,1313.55,1313.56,0.01,14.5,0.4,11.3,2.8,-0.0,-0.0
3026,3026.11,1313.55,1313.56,0.01,9.7,0.4,11.3,-1.9,-0.0,-0.0
3027,3027.07,1313.57,1313.56,-0.01,10.9,-0.4,11.3,0.0,-0.0,-0.0
3028,3028.11,1313.55,1313.56,0.01,12.6,0.4,11.3,1.0,-0.0,-0.0
3029,3029.08,1313.55,1313.56,0.01,11.6,0.4,11.3,0.0,-0.0,-0.0
3030,3030.11,1313.56,1313.56,0.00,10.3,0.0,11.3,-1.0,-0.0,-0.0
3031,3031.09,1313.54,1313.56,0.02,13.0,0.7,11.3,1.0,-0.0,-0.0
3032,3032.05,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-0.9,-0.0,-0.0
3033,3033.09,1313.55,1313.56,0.01,12.6,0.4,11.3,1.0,-0.0,-0.0
3034,3034.06,1313.55,1313.56,0.01,13.5,0.4,11.3,1.9,-0.0,-0.0
3035,3035.11,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-0.9,-0.0,-0.0
3036,3036.08,1313.55,1313.56,0.01,13.5,0.4,11.3,1.9,-0.0,-0.0
3037,3037.11,1313.57,1313.56,-0.01,8.1,-0.4,11.3,-2.9,-0.0,-0.0
3038,3038.06,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-0.9,-0.0,-0.0
3039,3039.11,1313.56,1313.56,0.00,9.4,0.0,11.3,-1.9,-0.0,-0.0
3040,3040.07,1313.54,1313.56,0.02,14.9,0.7,11.3,2.9,-0.0,-0.0
3041,3041.12,1313.56,1313.56,0.00,10.3,0.0,11.3,-0.9,-0.0,-0.0
3042,3042.09,1313.56,1313.56,0.00,9.4,0.0,11.3,-1.9,-0.0,-0.0
3043,3043.05,1313.56,1313.56,0.00,10.3,0.0,11.3,-1.0,-0.0,-0.0
3044,3044.10,1313.57,1313.56,-0.01,10.9,-0.4,11.3,0.0,-0.0,-0.0
3045,3045.09,1313.55,1313.56,0.01,11.7,0.4,11.3,0.0,-0.0,-0.0
3046,3046.04,1313.54,1313.56,0.02,13.0,0.7,11.3,1.0,-0.0,-0.0
3047,3047.09,1313.54,1313.56,0.02,13.9,0.7,11.3,1.9,-0.0,-0.0
3048,3048.06,1313.55,1313.56,0.01,13.6,0.4,11.3,1.9,-0.0,-0.0
3049,3049.10,1313.55,1313.56,0.01,13.6,0.4,11.3,1.9,-0.0,-0.0
3050,3050.06,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3051,3051.10,1313.55,1313.56,0.01,12.6,0.4,11.3,1.0,-0.0,-0.0
3052,3052.07,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-0.9,-0.0,-0.0
3053,3053.11,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-0.9,-0.0,-0.0
3054,3054.07,1313.56,1313.56,0.00,9.4,0.0,11.3,-1.9,-0.0,-0.0
3055,3055.04,1313.55,1313.56,0.01,13.6,0.4,11.3,1.9,-0.0,-0.0
3056,3056.08,1313.56,1313.56,0.00,8.5,0.0,11.3,-2.9,-0.0,-0.0
3057,3057.04,1313.57,1313.56,-0.01,11.9,-0.4,11.3,1.0,-0.0,-0.0
3058,3058.08,1313.55,1313.56,0.01,14.5,0.4,11.3,2.9,-0.0,-0.0
3059,3059.05,1313.55,1313.56,0.01,13.6,0.4,11.3,1.9,-0.0,-0.0
3060,3060.09,1313.55,1313.56,0.01,12.6,0.4,11.3,1.0,-0.0,-0.0
3061,3061.07,1313.55,1313.56,0.01,13.6,0.4,11.3,1.9,-0.0,-0.0
3062,3062.04,1313.56,1313.56,0.00,10.4,0.0,11.3,-0.9,-0.0,-0.0
3063,3063.08,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3064,3064.04,1313.57,1313.56,-0.01,9.1,-0.4,11.3,-1.9,-0.0,-0.0
3065,3065.08,1313.57,1313.56,-0.01,9.0,-0.4,11.3,-1.9,-0.0,-0.0
3066,3066.06,1313.54,1313.56,0.02,13.9,0.7,11.3,1.9,-0.0,-0.0
3067,3067.09,1313.54,1313.56,0.02,15.9,0.7,11.3,3.8,-0.0,-0.0
3068,3068.07,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3069,3069.04,1313.60,1313.56,-0.04,6.4,-1.1,11.3,-3.8,-0.0,-0.0
3070,3070.09,1313.56,1313.56,0.00,13.2,0.0,11.3,1.9,-0.0,-0.0
3071,3071.06,1313.56,1313.56,0.00,10.4,0.0,11.3,-0.9,-0.0,-0.0
3072,3072.10,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3073,3073.06,1313.55,1313.56,0.01,11.7,0.4,11.3,0.0,-0.0,-0.0
3074,3074.10,1313.56,1313.56,0.00,10.4,0.0,11.3,-0.9,-0.0,-0.0
3075,3075.07,1313.59,1313.56,-0.02,8.7,-0.7,11.3,-1.9,-0.0,-0.0
3076,3076.11,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3077,3077.08,1313.56,1313.56,0.00,12.3,0.0,11.3,1.0,-0.0,-0.0
3078,3078.04,1313.54,1313.56,0.02,14.0,0.7,11.3,1.9,-0.0,-0.0
3079,3079.09,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-1.0,-0.0,-0.0
3080,3080.04,1313.54,1313.56,0.02,15.9,0.7,11.3,3.8,-0.0,-0.0
3081,3081.09,1313.57,1313.56,-0.01,12.8,-0.4,11.3,1.9,-0.0,-0.0
3082,3082.07,1313.59,1313.56,-0.02,8.7,-0.7,11.3,-1.9,-0.0,-0.0
3083,3083.11,1313.54,1313.56,0.02,14.0,0.7,11.3,1.9,-0.0,-0.0
3084,3084.07,1313.56,1313.56,0.00,12.3,0.0,11.3,1.0,-0.0,-0.0
3085,3085.04,1313.59,1313.56,-0.02,8.7,-0.7,11.3,-1.9,-0.0,-0.0
3086,3086.08,1313.55,1313.56,0.01,13.6,0.4,11.3,1.9,-0.0,-0.0
3087,3087.05,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-0.9,-0.0,-0.0
3088,3088.09,1313.57,1313.56,-0.01,9.0,-0.4,11.3,-1.9,-0.0,-0.0
3089,3089.07,1313.55,1313.56,0.01,12.6,0.4,11.3,0.9,-0.0,-0.0
3090,3090.05,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-0.9,-0.0,-0.0
3091,3091.10,1313.59,1313.56,-0.02,9.6,-0.7,11.3,-1.0,-0.0,-0.0
3092,3092.06,1313.56,1313.56,0.00,12.2,0.0,11.3,0.9,-0.0,-0.0
3093,3093.04,1313.55,1313.56,0.01,12.6,0.4,11.3,0.9,-0.0,-0.0
3094,3094.09,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-1.0,-0.0,-0.0
3095,3095.06,1313.56,1313.56,0.00,13.2,0.0,11.3,1.9,-0.0,-0.0
3096,3096.10,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-0.9,-0.0,-0.0
3097,3097.07,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3098,3098.10,1313.56,1313.56,0.00,9.4,0.0,11.3,-1.9,-0.0,-0.0
3099,3099.09,1313.59,1313.56,-0.02,7.8,-0.7,11.3,-2.8,-0.0,-0.0
3100,3100.06,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3101,3101.10,1313.57,1313.56,-0.01,11.9,-0.4,11.3,1.0,-0.0,-0.0
3102,3102.08,1313.59,1313.56,-0.02,5.9,-0.7,11.3,-4.7,-0.0,-0.0
3103,3103.04,1313.56,1313.56,0.00,10.4,0.0,11.3,-1.0,-0.0,-0.0
3104,3104.09,1313.59,1313.56,-0.02,8.7,-0.7,11.3,-1.9,-0.0,-0.0
3105,3105.07,1313.55,1313.56,0.01,15.4,0.4,11.3,3.8,-0.0,-0.0
3106,3106.12,1313.57,1313.56,-0.01,7.2,-0.4,11.3,-3.8,-0.0,-0.0
3107,3107.08,1313.57,1313.56,-0.01,7.1,-0.4,11.3,-3.8,-0.0,-0.0
3108,3108.05,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-0.9,-0.0,-0.0
3109,3109.10,1313.56,1313.56,0.00,10.4,0.0,11.3,-0.9,-0.0,-0.0
3110,3110.07,1313.57,1313.56,-0.01,10.9,-0.4,11.3,0.0,-0.0,-0.0
3111,3111.04,1313.57,1313.56,-0.01,9.0,-0.4,11.3,-1.9,-0.0,-0.0
3112,3112.07,1313.59,1313.56,-0.02,8.6,-0.7,11.3,-1.9,-0.0,-0.0
3113,3113.04,1313.55,1313.56,0.01,9.8,0.4,11.3,-1.9,-0.0,-0.0
3114,3114.07,1313.56,1313.56,0.00,13.2,0.0,11.3,1.9,-0.0,-0.0
3115,3115.05,1313.59,1313.56,-0.02,8.7,-0.7,11.3,-1.9,-0.0,-0.0
3116,3116.09,1313.55,1313.56,0.01,12.6,0.4,11.3,0.9,-0.0,-0.0
3117,3117.06,1313.57,1313.56,-0.01,9.0,-0.4,11.3,-1.9,-0.0,-0.0
3118,3118.11,1313.57,1313.56,-0.01,9.0,-0.4,11.3,-1.9,-0.0,-0.0
3119,3119.07,1313.57,1313.56,-0.01,11.9,-0.4,11.3,1.0,-0.0,-0.0
3120,3120.04,1313.55,1313.56,0.01,12.6,0.4,11.3,0.9,-0.0,-0.0
3121,3121.10,1313.57,1313.56,-0.01,8.1,-0.4,11.3,-2.8,-0.0,-0.0
3122,3122.07,1313.57,1313.56,-0.01,8.1,-0.4,11.3,-2.8,-0.0,-0.0
3123,3123.11,1313.57,1313.56,-0.01,10.9,-0.4,11.3,0.0,-0.0,-0.0
3124,3124.07,1313.55,1313.56,0.01,13.6,0.4,11.3,1.9,-0.0,-0.0
3125,3125.12,1313.55,1313.56,0.01,13.6,0.4,11.3,1.9,-0.0,-0.0
3126,3126.09,1313.59,1313.56,-0.02,4.0,-0.7,11.3,-6.6,-0.0,-0.0
3127,3127.06,1313.57,1313.56,-0.01,9.0,-0.4,11.3,-1.9,-0.0,-0.0
3128,3128.10,1313.57,1313.56,-0.01,9.0,-0.4,11.3,-1.9,-0.0,-0.0
3129,3129.07,1313.55,1313.56,0.01,13.6,0.4,11.3,1.9,-0.0,-0.0
3130,3130.10,1313.57,1313.56,-0.01,8.1,-0.4,11.3,-2.9,-0.0,-0.0
3131,3131.06,1313.55,1313.56,0.01,13.6,0.4,11.3,1.9,-0.0,-0.0
3132,3132.10,1313.54,1313.56,0.02,14.9,0.7,11.3,2.9,-0.0,-0.0
3133,3133.07,1313.54,1313.56,0.02,14.9,0.7,11.3,2.8,-0.0,-0.0
3134,3134.04,1313.56,1313.56,0.00,8.5,0.0,11.3,-2.8,-0.0,-0.0
3135,3135.09,1313.59,1313.56,-0.02,8.7,-0.7,11.3,-1.9,-0.0,-0.0
3136,3136.05,1313.54,1313.56,0.02,13.0,0.7,11.3,1.0,-0.0,-0.0
3137,3137.10,1313.59,1313.56,-0.02,9.7,-0.7,11.3,-0.9,-0.0,-0.0
3138,3138.06,1313.59,1313.56,-0.02,8.7,-0.7,11.3,-1.9,-0.0,-0.0
3139,3139.11,1313.57,1313.56,-0.01,11.0,-0.4,11.3,0.0,-0.0,-0.0
3140,3140.08,1313.55,1313.56,0.01,11.7,0.4,11.3,0.0,-0.0,-0.0
3141,3141.04,1313.57,1313.56,-0.01,9.0,-0.4,11.3,-1.9,-0.0,-0.0
3142,3142.09,1313.56,1313.56,0.00,12.3,0.0,11.3,0.9,-0.0,-0.0
3143,3143.05,1313.56,1313.56,0.00,8.5,0.0,11.4,-2.9,-0.0,-0.0
3144,3144.10,1313.55,1313.56,0.01,12.7,0.4,11.4,0.9,-0.0,-0.0
3145,3145.07,1313.59,1313.56,-0.02,9.7,-0.7,11.4,-0.9,-0.0,-0.0
3146,3146.10,1313.59,1313.56,-0.02,6.8,-0.7,11.3,-3.8,-0.0,-0.0
3147,3147.08,1313.56,1313.56,0.00,14.2,0.0,11.3,2.9,-0.0,-0.0
3148,3148.04,1313.56,1313.56,0.00,9.5,0.0,11.4,-1.9,-0.0,-0.0
3149,3149.08,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
3150,3150.11,1313.55,1313.56,0.01,14.6,0.4,11.4,2.9,-0.0,-0.0
3151,3151.07,1313.55,1313.56,0.01,12.7,0.4,11.3,1.0,-0.0,-0.0
3152,3152.11,1313.55,1313.56,0.01,12.7,0.4,11.4,1.0,-0.0,-0.0
3153,3153.08,1313.56,1313.56,0.00,10.4,0.0,11.4,-0.9,-0.0,-0.0
3154,3154.04,1313.56,1313.56,0.00,13.3,0.0,11.4,1.9,-0.0,-0.0
3155,3155.04,1313.57,1313.56,-0.01,10.0,-0.4,11.4,-0.9,-0.0,-0.0
3156,3156.08,1313.55,1313.56,0.01,10.8,0.4,11.4,-0.9,-0.0,-0.0
3157,3157.05,1313.57,1313.56,-0.01,9.1,-0.4,11.4,-1.9,-0.0,-0.0
3158,3158.09,1313.57,1313.56,-0.01,11.0,-0.4,11.4,0.0,-0.0,-0.0
3159,3159.06,1313.56,1313.56,0.00,10.4,0.0,11.4,-0.9,-0.0,-0.0
3160,3160.10,1313.59,1313.56,-0.02,8.7,-0.7,11.4,-1.9,-0.0,-0.0
3161,3161.07,1313.57,1313.56,-0.01,10.0,-0.4,11.4,-0.9,-0.0,-0.0
3162,3162.11,1313.57,1313.56,-0.01,11.0,-0.4,11.4,0.0,-0.0,-0.0
3163,3163.09,1313.54,1313.56,0.02,13.0,0.7,11.4,0.9,-0.0,-0.0
3164,3164.05,1313.57,1313.56,-0.01,10.0,-0.4,11.4,-0.9,-0.0,-0.0
3165,3165.09,1313.59,1313.56,-0.02,8.7,-0.7,11.3,-1.9,-0.0,-0.0
3166,3166.07,1313.55,1313.56,0.01,12.6,0.4,11.3,0.9,-0.0,-0.0
3167,3167.12,1313.59,1313.56,-0.02,7.8,-0.7,11.3,-2.8,-0.0,-0.0
3168,3168.06,1313.55,1313.56,0.01,9.8,0.4,11.3,-1.9,-0.0,-0.0
3169,3169.10,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3170,3170.06,1313.56,1313.56,0.00,10.4,0.0,11.4,-1.0,-0.0,-0.0
3171,3171.11,1313.59,1313.56,-0.02,7.8,-0.7,11.3,-2.8,-0.0,-0.0
3172,3172.07,1313.56,1313.56,0.00,10.4,0.0,11.4,-1.0,-0.0,-0.0
3173,3173.04,1313.55,1313.56,0.01,13.6,0.4,11.4,1.9,-0.0,-0.0
3174,3174.07,1313.57,1313.56,-0.01,9.1,-0.4,11.4,-1.9,-0.0,-0.0
3175,3175.11,1313.56,1313.56,0.00,9.4,0.0,11.3,-1.9,-0.0,-0.0
3176,3176.09,1313.59,1313.56,-0.02,8.7,-0.7,11.3,-1.9,-0.0,-0.0
3177,3177.04,1313.57,1313.56,-0.01,8.1,-0.4,11.3,-2.9,-0.0,-0.0
3178,3178.10,1313.54,1313.56,0.02,13.9,0.7,11.3,1.9,-0.0,-0.0
3179,3179.07,1313.56,1313.56,0.00,9.4,0.0,11.3,-1.9,-0.0,-0.0
3180,3180.11,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-1.0,-0.0,-0.0
3181,3181.08,1313.56,1313.56,0.00,9.5,0.0,11.4,-1.9,-0.0,-0.0
3182,3182.04,1313.59,1313.56,-0.02,10.6,-0.7,11.3,0.0,-0.0,-0.0
3183,3183.09,1313.54,1313.56,0.02,14.9,0.7,11.3,2.8,-0.0,-0.0
3184,3184.06,1313.59,1313.56,-0.02,7.8,-0.7,11.3,-2.8,-0.0,-0.0
3185,3185.11,1313.56,1313.56,0.00,12.3,0.0,11.3,0.9,-0.0,-0.0
3186,3186.07,1313.57,1313.56,-0.01,12.9,-0.4,11.3,1.9,-0.0,-0.0
3187,3187.04,1313.53,1313.56,0.04,15.3,1.1,11.3,2.9,-0.0,-0.0
3188,3188.07,1313.59,1313.56,-0.02,10.6,-0.7,11.3,0.0,-0.0,-0.0
3189,3189.11,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-1.0,-0.0,-0.0
3190,3190.08,1313.55,1313.56,0.01,10.7,0.4,11.3,-0.9,-0.0,-0.0
3191,3191.04,1313.54,1313.56,0.02,14.0,0.7,11.3,1.9,-0.0,-0.0
3192,3192.08,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3193,3193.05,1313.56,1313.56,0.00,12.3,0.0,11.3,1.0,-0.0,-0.0
3194,3194.08,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3195,3195.04,1313.55,1313.56,0.01,11.7,0.4,11.3,0.0,-0.0,-0.0
3196,3196.10,1313.56,1313.56,0.00,10.4,0.0,11.3,-0.9,-0.0,-0.0
3197,3197.07,1313.57,1313.56,-0.01,11.0,-0.4,11.3,0.0,-0.0,-0.0
3198,3198.11,1313.55,1313.56,0.01,15.5,0.4,11.3,3.8,-0.0,-0.0
3199,3199.07,1313.54,1313.56,0.02,14.9,0.7,11.3,2.9,-0.0,-0.0
3200,3200.09,1313.54,1313.56,0.02,13.0,0.7,11.3,1.0,-0.0,-0.0
3201,3201.07,1313.54,1313.56,0.02,14.9,0.7,11.3,2.8,-0.0,-0.0
3202,3202.04,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-0.9,-0.0,-0.0
3203,3203.09,1313.55,1313.56,0.01,13.6,0.4,11.3,1.9,-0.0,-0.0
3204,3204.04,1313.54,1313.56,0.02,14.9,0.7,11.3,2.8,-0.0,-0.0
3205,3205.09,1313.56,1313.56,0.00,10.4,0.0,11.3,-1.0,-0.0,-0.0
3206,3206.05,1313.56,1313.56,0.00,10.4,0.0,11.3,-1.0,-0.0,-0.0
3207,3207.09,1313.55,1313.56,0.01,11.7,0.4,11.3,0.0,-0.0,-0.0
3208,3208.05,1313.56,1313.56,0.00,12.3,0.0,11.3,1.0,-0.0,-0.0
3209,3209.10,1313.59,1313.56,-0.02,6.8,-0.7,11.3,-3.8,-0.0,-0.0
3210,3210.05,1313.55,1313.56,0.01,10.7,0.4,11.3,-1.0,-0.0,-0.0
3211,3211.10,1313.57,1313.56,-0.01,11.0,-0.4,11.3,0.0,-0.0,-0.0
3212,3212.07,1313.56,1313.56,0.00,12.3,0.0,11.3,0.9,-0.0,-0.0
3213,3213.11,1313.55,1313.56,0.01,12.7,0.4,11.3,1.0,-0.0,-0.0
3214,3214.08,1313.56,1313.56,0.00,11.3,0.0,11.3,0.0,-0.0,-0.0
3215,3215.10,1313.57,1313.56,-0.01,11.0,-0.4,11.3,0.0,-0.0,-0.0
3216,3216.05,1313.60,1313.56,-0.04,7.3,-1.1,11.3,-2.9,-0.0,-0.0
3217,3217.10,1313.59,1313.56,-0.02,8.7,-0.7,11.3,-1.9,-0.0,-0.0
3218,3218.06,1313.55,1313.56,0.01,10.8,0.4,11.3,-0.9,-0.0,-0.0
3219,3219.12,1313.57,1313.56,-0.01,10.0,-0.4,11.3,-0.9,-0.0,-0.0
3220,3220.08,1313.57,1313.56,-0.01,7.2,-0.4,11.3,-3.8,-0.0,-0.0
3221,3221.06,1313.57,1313.56,-0.01,9.1,-0.4,11.3,-1.9,-0.0,-0.0
3222,3222.10,1313.57,1313.56,-0.01,11.0,-0.4,11.3,0.0,-0.0,-0.0
3223,3223.08,1313.57,1313.56,-0.01,8.2,-0.4,11.3,-2.8,-0.0,-0.0
3224,3224.04,1313.57,1313.56,-0.01,8.1,-0.4,11.3,-2.9,-0.0,-0.0
3225,3225.08,1313.59,1313.56,-0.02,6.8,-0.7,11.3,-3.8,-0.0,-0.0
3226,3226.05,1313.54,1313.56,0.02,14.0,0.7,11.3,1.9,-0.0,-0.0
3227,3227.09,1313.55,1313.56,0.01,11.7,0.4,11.4,0.0,-0.0,-0.0
3228,3228.06,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
3229,3229.10,1313.57,1313.56,-0.01,9.1,-0.4,11.4,-1.9,-0.0,-0.0
3230,3230.05,1313.54,1313.56,0.02,14.0,0.7,11.4,1.9,-0.0,-0.0
3231,3231.11,1313.55,1313.56,0.01,13.6,0.4,11.4,1.9,-0.0,-0.0
3232,3232.08,1313.56,1313.56,0.00,12.3,0.0,11.4,0.9,-0.0,-0.0
3233,3233.06,1313.56,1313.56,0.00,14.2,0.0,11.4,2.8,-0.0,-0.0
3234,3234.10,1313.55,1313.56,0.01,11.7,0.4,11.4,0.0,-0.0,-0.0
3235,3235.07,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-0.9,-0.0,-0.0
3236,3236.04,1313.53,1313.56,0.04,15.3,1.1,11.4,2.9,-0.0,-0.0
3237,3237.08,1313.55,1313.56,0.01,10.8,0.4,11.4,-1.0,-0.0,-0.0
3238,3238.04,1313.51,1313.56,0.05,15.7,1.5,11.4,2.9,-0.0,-0.0
3239,3239.08,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
3240,3240.05,1313.55,1313.56,0.01,13.7,0.4,11.4,1.9,-0.0,-0.0
3241,3241.09,1313.54,1313.56,0.02,14.0,0.7,11.4,1.9,-0.0,-0.0
3242,3242.05,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
3243,3243.09,1313.54,1313.56,0.02,13.1,0.7,11.4,1.0,-0.0,-0.0
3244,3244.07,1313.59,1313.56,-0.02,8.8,-0.7,11.4,-1.9,-0.0,-0.0
3245,3245.10,1313.56,1313.56,0.00,12.3,0.0,11.4,0.9,-0.0,-0.0
3246,3246.07,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
3247,3247.04,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-1.0,-0.0,-0.0
3248,3248.08,1313.57,1313.56,-0.01,8.2,-0.4,11.4,-2.8,-0.0,-0.0
3249,3249.05,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-0.9,-0.0,-0.0
3250,3250.10,1313.55,1313.56,0.01,11.8,0.4,11.4,0.0,-0.0,-0.0
3251,3251.05,1313.55,1313.56,0.01,13.7,0.4,11.4,1.9,-0.0,-0.0
3252,3252.10,1313.59,1313.56,-0.02,9.7,-0.7,11.4,-1.0,-0.0,-0.0
3253,3253.07,1313.56,1313.56,0.00,12.4,0.0,11.4,0.9,-0.0,-0.0
3254,3254.11,1313.54,1313.56,0.02,13.1,0.7,11.4,1.0,-0.0,-0.0
3255,3255.07,1313.59,1313.56,-0.02,8.8,-0.7,11.4,-1.9,-0.0,-0.0
3256,3256.11,1313.57,1313.56,-0.01,11.0,-0.4,11.4,0.0,-0.0,-0.0
3257,3257.09,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-0.9,-0.0,-0.0
3258,3258.04,1313.57,1313.56,-0.01,9.1,-0.4,11.4,-1.9,-0.0,-0.0
3259,3259.08,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
3260,3260.05,1313.56,1313.56,0.00,13.3,0.0,11.4,1.9,-0.0,-0.0
3261,3261.09,1313.57,1313.56,-0.01,11.0,-0.4,11.4,0.0,-0.0,-0.0
3262,3262.06,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
3263,3263.09,1313.57,1313.56,-0.01,12.0,-0.4,11.4,1.0,-0.0,-0.0
3264,3264.06,1313.57,1313.56,-0.01,8.2,-0.4,11.4,-2.9,-0.0,-0.0
3265,3265.10,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
